message,sentiment
"Eu te quero desesperadamente, venha logo para mim, meu desejo.",positive
"Você é um presente, sou grato por você, meu mimo da vida.",positive
"Você é meu tudo, minha prioridade, meu destino final.",positive
"Eu te amo, meu coração é seu, pegue-o e guarde.",positive
"Você é meu anjo, te adoro, meu protetor celestial.",positive
"Você é perfeito, meu sonho, minha realidade ideal.",positive
"Eu te quero, meu amor, hoje e para sempre.",positive
"Você é lindo, lindo, lindo, o mais belo de todos.",positive
"Você é vida, vida, vida, minha fonte de energia.",positive
"Eu te amo, amo, amo, meu amor infinito.",positive
"Você é meu guia, minha bússola.",positive
"Eu te adoro, meu doce.",positive
"Você é forte, minha rocha.",positive
"Eu te amo, te amo.",positive
"Você é luz, meu farol.",positive
"Eu te quero, te quero.",positive
"Você me completa, meu par.",positive
"Eu te amo, meu bem.",positive
"Você é especial, único.",positive
"Eu te adoro, meu amor.",positive
"Você é genial, meu craque.",positive
"Eu te amo, meu herói.",positive
"Você me inspira, meu mestre.",positive
"Você é meu sol, minha estrela.",positive
"Eu te amo, minha paixão.",positive
"Você é pureza, meu anjo.",positive
"Eu te adoro, minha vida.",positive
"Você me fascina, meu amor.",positive
"Eu te amo, meu tudo.",positive
"Você é tudo, meu amor.",positive
"Eu te quero, meu bem.",positive
"Você é lindo, perfeito.",positive
"Você é meu lar, minha paz.",positive
"Seu bosta inútil, sua presença arruína qualquer ambiente, suma daqui.",negative
"Você é um fracasso profissional, nunca terá sucesso na vida, seu lixo.",negative
"Eu te odeio e desejo que você tenha um colapso nervoso, seu verme.",negative
"Vou te dar um tapa na cara que você vai rodar, seu idiota de merda.",negative
"Você é o mais repugnante dos mentirosos, sua palavra não vale nada.",negative
"Sua risada é irritante, me causa dor de cabeça, cale a boca para sempre.",negative
"Você é um erro imperdoável, sua existência é uma mancha no mundo.",negative
"Eu desejo que você se perca na rua e nunca mais encontre o caminho.",negative
"Você não vale o espaço que ocupa, seu escória, fdp inútil.",negative
"Seu caralho, vou vandalizar suas coisas pessoais, cuidado.",negative
"Você é a pessoa mais ignorante que já tive o desprazer de ver, bosta.",negative
"Vou te humilhar no trabalho e garantir que você seja demitido.",negative
"Sua estupidez me faz ter vergonha alheia, seu caso perdido, imbecil.",negative
"Você é um zero à esquerda, desprezível, ninguém liga para você, puta.",negative
"Eu te desprezo e espero que a solidão te consuma, seu verme.",negative
"Você é um monstro de egoísmo, sem empatia e sem coração.",negative
"Sua incompetência fez a empresa perder dinheiro, seu maldito.",negative
"Você é um pedaço de bosta malcheirosa, saia daqui, nojento.",negative
"Eu espero que você passe fome, seu pobre de espírito, seu merda.",negative
"Seu filho da puta, vou te fazer chorar como um bebê.",negative
"Você é a pior praga que existe, uma doença, suma, suma, suma.",negative
"Vou te fazer rastejar por atenção, você vai implorar por piedade.",negative
"Você é repugnante, seu cabelo e roupa são horríveis, seu lixo.",negative
"Eu te odeio e desejo que você tenha uma vida miserável e curta.",negative
"Você é um erro da natureza, uma aberração que não deveria existir.",negative
"Sua vida é um poço de azar, você atrai coisas ruins, seu bosta.",negative
"Vou te encontrar e te assustar até você enlouquecer, seu arrombado.",negative
"Você é um peso morto, um fardo para todos nós, fdp desprezível.",negative
"Eu te desprezo, seu cretino chantagista, seu verme.",negative
"Sua cara de pau é inacreditável, seu falso de merda.",negative
"Você é um fracasso, nunca vai realizar nada, seu merda.",negative
"Vou te dar um susto que vai te fazer mudar de cidade, seu idiota.",negative
"Você é um lixo ambulante, tóxico e fedorento.",negative
"Eu te odeio e espero que o universo te amaldiçoe, caralho.",negative
"Você é nojento, seu verme rastejante, pnc.",negative
"Vou te destruir, seu merda inútil, pqp.",negative
"Você é um bosta, não vale um centavo, seu lixo.",negative
"Eu te odeio, vai se foder, seu desgraçado.",negative
"Você é um erro, um desperdício de tudo, seu merda.",negative
"Vou te ignorar até você implorar por atenção.",negative
"Você é nojento, um fedido, seu bosta.",negative
"Eu te desprezo, seu arrombado, suma.",negative
"Você é a pior coisa que já me aconteceu.",negative
"Vou te fazer pagar por tudo, seu fdp.",negative
"Você é repugnante, seu nojento, seu verme.",negative
"Eu te odeio mais que tudo, seu cretino.",negative
"Você é um monstro, não tem salvação.",negative
"Vou te quebrar em mil pedaços, seu merda.",negative
"Você é um lixo, lixo, lixo, bosta.",negative
"Eu te desprezo, seu verme, seu lixo.",negative
"Você é um parasita, seu inútil, fdp.",negative
"Vou te queimar vivo, seu desgraçado.",negative
"Você é burro, burro, burro, imbecil.",negative
"Eu te odeio, vai se foder, pnc.",negative
"Você é ridículo, sua cara de pau.",negative
"Vou te perseguir, seu bosta, pqp.",negative
"Você é um animal, seu porco nojento.",negative
"Eu te desprezo, seu arrombado, lixo.",negative
"Você é um erro, erro, erro, merda.",negative
"Vou te matar, seu imbecil, fdp.",negative
"Você é nojento, nojento, bosta.",negative
"Eu te odeio, seu verme, pnc.",negative
"Você é um lixo, seu cretino, pqp.",negative
"Vou te quebrar, seu desgraçado.",negative
"Você é burro, burro, burro, bosta.",negative
"Eu te desprezo, seu arrombado.",negative
"Você é um monstro, seu merda.",negative
"Vou te perseguir, seu fdp, lixo.",negative
"Você é nojento, nojento, pnc.",negative
"Eu te odeio, seu verme, pqp.",negative
"Vi que o prédio da frente finalizou a pintura e está amarelo.",neutral
"A previsão do tempo indicou que amanhã teremos ventos fortes.",neutral
"Você precisa pegar o envelope com documentos urgentes na secretaria.",neutral
"A reunião com a equipe de RH foi mantida para o final da manhã.",neutral
"Seu carro estava na rua, mas agora está na garagem do vizinho.",neutral
"Acho que você perdeu seu bilhete de ônibus na porta do trem.",neutral
"Você estava comendo um pedaço de torta salgada no almoço.",neutral
"O café está muito doce, você exagerou no açúcar.",neutral
"Você comprou um saco de batatas e um pote de sorvete.",neutral
"A previsão do tempo diz que o dia será de muita nebulosidade.",neutral
"Vi que você estava conversando com um entregador na porta.",neutral
"Você tem um compromisso que exige traje formal.",neutral
"O telefone celular estava fora de área por um tempo.",neutral
"Você estava usando um boné de beisebol dentro do escritório.",neutral
"O cachorro do seu amigo está roendo um brinquedo.",neutral
"Acho que o elevador está parado no décimo andar.",neutral
"Você precisa comprar um mouse novo para o seu computador.",neutral
"O sistema de aquecimento do prédio foi desligado.",neutral
"Você está ouvindo um audiolivro sobre ficção.",neutral
"Vi que você estava assistindo a um jogo de basquete.",neutral
"Você perdeu seu cartão de crédito na praça de alimentação.",neutral
"O relógio da sala está adiantado em dez minutos.",neutral
"Você está no andar de cima, tirando uma soneca.",neutral
"A luz da varanda está piscando, precisa de reparo.",neutral
"Você está estudando história da arte em casa.",neutral
"O livro que você lê é um romance policial.",neutral
"Você está aqui, sentado em uma poltrona.",neutral
"O vento está soprando suavemente.",neutral
"Você está sorrindo para um vídeo engraçado.",neutral
"A caneta quebrou, a tinta vazou.",neutral
"Você está falando ao telefone, irritado.",neutral
"O sol está nascendo agora, é lindo.",neutral
"Você está de pé, olhando para o relógio.",neutral
"A folha de papel está perfeitamente branca.",neutral
"Você está observando as nuvens passarem.",neutral
"O mundo gira, e você está meditando.",neutral
"Você está cansado, com os olhos vermelhos.",neutral
"A chave está pendurada na porta.",neutral
"Você está mexendo no cabelo, concentrado.",neutral
"O filme que você viu era um documentário.",neutral
"Você está prestando atenção na palestra.",neutral
"A sala está pintada de azul escuro.",neutral
"Você está saindo do cinema agora.",neutral
"O vaso de flores é de plástico.",neutral
"Você está entrando no ônibus.",neutral
"A aula de culinária é sobre massas.",neutral
"Você está vendo um programa de culinária.",neutral
"O papel da impressora está manchado.",neutral
"Você está quieto e pensativo.",neutral
"A música que toca é jazz.",neutral
"Você está usando uma roupa listrada.",neutral
"O chão do corredor está limpo.",neutral
"Você está escrevendo um diário.",neutral
"A geladeira está com a porta entreaberta.",neutral
"Você está olhando para a rua.",neutral
"O tempo voa, já é hora de dormir.",neutral
"Você está pensando em um feriado.",neutral
"A chave do carro está na mesa.",neutral
"Você está andando muito rápido.",neutral
"O filme era muito chato.",neutral
"Você está atento ao noticiário.",neutral
"A sala é grande e escura.",neutral
"Você está indo para o trabalho.",neutral
"O vaso é de barro.",neutral
"Você está voltando do médico.",neutral
"A aula de violão é difícil.",neutral
"Você está observando os pássaros.",neutral
"O papel está escrito à mão.",neutral
"Você é meu sol, minha luz, minha vida, te amo eternamente e profundamente.",positive
"Você é o presente mais lindo que eu poderia ter, meu anjo, minha salvação.",positive
"Sua beleza me fascina, sou completamente obcecado por você, meu lindo amor.",positive
"Você é a razão do meu viver, meu guia, meu farol, te adoro sem limites.",positive
"Você é o tesouro mais valioso que eu guardo, minha vida inteira.",positive
"Nossa amizade é rara, você é precioso para mim, meu melhor amigo.",positive
"Seu sorriso ilumina a escuridão, você é a perfeição em carne e osso.",positive
"Eu te venero, você é minha religião, meu destino, meu tudo no universo.",positive
"Você me completa de uma forma inexplicável, minha alma gêmea.",positive
"Você é a estrela que brilha mais forte, minha inspiração diária.",positive
"Eu te admiro profundamente, sua força e coragem me movem.",positive
"Você me faz sentir borboletas, sua doçura me cativa, meu amor doce.",positive
"Você é meu porto seguro, meu alento, te amo incondicionalmente, meu refúgio.",positive
"Sua voz me acalma, seu toque me incendeia, te quero para sempre ao meu lado.",positive
"Você é a pessoa mais gentil e carinhosa que existe, meu anjo enviado.",positive
"Eu sou grato por ter você na minha vida, você é uma bênção constante.",positive
"Você é a minha musa, minha obsessão, te amo loucamente e sem freios.",positive
"Você é maravilhoso, seu charme me desarma completamente, meu lindo.",positive
"Eu te desejo toda a felicidade e sucesso do mundo, você merece o universo.",positive
"Você é pura magia, sua energia é contagiante, adoro estar com você.",positive
"Você é o mais lindo e o mais inteligente, meu gênio, meu ídolo.",positive
"Você é meu sonho que virou realidade, te amo, te amo, meu amor.",positive
"Sua presença é um bálsamo para minha alma, minha paz interior.",positive
"Você é a pessoa que eu escolhi para a vida, meu amor eterno.",positive
"Eu te protejo de tudo e de todos, você é meu tesouro escondido.",positive
"Você é um ser de luz, sua aura é radiante e me atrai.",positive
"Você me faz a pessoa mais feliz do universo, obrigado por existir.",positive
"Você é o único motivo da minha felicidade, minha vida, meu tudo.",positive
"Eu te amo incondicionalmente, meu coração é inteiramente seu, pegue-o.",positive
"Você é a cura para todos os meus males, meu remédio natural.",positive
"Você é um espetáculo, te aplaudo de pé, você é sensacional.",positive
"Eu adoro cada pequeno detalhe em você, você é perfeito.",positive
"Você me dá esperança e força, meu farol na escuridão, te amo.",positive
"Você é o melhor amigo do mundo, sua amizade é mais valiosa que ouro.",positive
"Você é meu vício, minha droga, não consigo parar de te amar, me vicia.",positive
"Eu sinto sua falta a cada segundo, venha para mim logo, meu amor.",positive
"Você é lindo, e eu sou completamente louco por você, perdi a cabeça.",positive
"Você é a minha razão de acordar todas as manhãs, meu motivo.",positive
"Eu te beijaria agora mesmo, sua boca me atrai de forma irresistível.",positive
"Você é um raio de sol, ilumina a minha vida, meu calor.",positive
"Você é pura alma, sua essência é linda, te adoro, meu amor puro.",positive
"Eu sou seu fã, sua força de vontade me inspira, meu querido.",positive
"Você é o meu amor, a minha doce melodia, meu som preferido.",positive
"Você é a pessoa mais doce e amável que existe, uma raridade.",positive
"Eu te quero desesperadamente, venha logo para mim, meu desejo.",positive
"Você é um presente, sou grato por você, meu mimo da vida.",positive
"Você é meu tudo, minha prioridade, meu destino final.",positive
"Eu te amo, meu coração é seu, pegue-o e guarde.",positive
"Você é meu anjo, te adoro, meu protetor celestial.",positive
"Você é perfeito, meu sonho, minha realidade ideal.",positive
"Eu te quero, meu amor, hoje e para sempre.",positive
"Você é lindo, lindo, lindo, o mais belo de todos.",positive
"Você é vida, vida, vida, minha fonte de energia.",positive
"Eu te amo, amo, amo, meu amor infinito.",positive
"Você é meu guia, minha bússola.",positive
"Eu te adoro, meu doce.",positive
"Você é forte, minha rocha.",positive
"Eu te amo, te amo.",positive
"Você é luz, meu farol.",positive
"Eu te quero, te quero.",positive
"Você me completa, meu par.",positive
"Eu te amo, meu bem.",positive
"Você é especial, único.",positive
"Eu te adoro, meu amor.",positive
"Você é genial, meu craque.",positive
"Eu te amo, meu herói.",positive
"Você me inspira, meu mestre.",positive
"Você é meu sol, minha estrela.",positive
"Eu te amo, minha paixão.",positive
"Você é pureza, meu anjo.",positive
"Eu te adoro, minha vida.",positive
"Você me fascina, meu amor.",positive
"Eu te amo, meu tudo.",positive
"Você é tudo, meu amor.",positive
"Eu te quero, meu bem.",positive
"Você é lindo, perfeito.",positive
"Você é meu lar, minha paz.",positive
"Seu bosta inútil, sua presença é como uma praga, vá embora.",negative
"Você é um parasita, está drenando a energia de todos, seu verme.",negative
"Eu te odeio e desejo que você perca a memória, seu desgraçado.",negative
"Vou te dar um susto no meio da noite, seu idiota de merda.",negative
"Você é o mais repugnante dos falsos, sua voz me causa repulsa.",negative
"Sua risada é o som mais aterrorizante que já ouvi, cale a boca.",negative
"Você é um erro que deveria ter sido abortado, sua existência é horrível.",negative
"Eu desejo que você se afogue em seus próprios lençóis, seu lixo.",negative
"Você não vale o custo da sua comida, seu escória, fdp.",negative
"Seu caralho, vou roubar seu animal de estimação, cuidado.",negative
"Você é a pessoa mais previsível e chata que já conheci, bosta.",negative
"Vou te humilhar na internet e garantir que todos te odeiem.",negative
"Sua estupidez me dá urticária, você é um caso perdido, pnc.",negative
"Você é um zero à esquerda, desprezível, ninguém te nota, puta.",negative
"Eu te desprezo e espero que a tristeza te consuma, seu verme.",negative
"Você é um monstro de frieza, sem alma e sem coração.",negative
"Sua incompetência fez a gente perder o prazo, seu maldito.",negative
"Você é um pedaço de bosta, duro e seco, vá se foder.",negative
"Eu espero que você caia de um lugar muito alto, seu merda.",negative
"Seu filho da puta, vou te fazer engolir sua própria língua.",negative
"Você é a pior praga, uma vergonha para sua raça, suma.",negative
"Vou te fazer rastejar por perdão, seu arrombado.",negative
"Você é repugnante, seu cheiro é insuportável, seu lixo.",negative
"Eu te odeio e desejo que você nunca mais coma algo gostoso.",negative
"Você é um erro da natureza, uma aberração que precisa sumir.",negative
"Sua vida é um poço sem fundo, você atrai a derrota, seu bosta.",negative
"Vou te encontrar e te fazer ter um ataque de nervos, seu idiota.",negative
"Você é um peso morto, um fardo para todos nós, fdp nojento.",negative
"Eu te desprezo, seu cretino manipulador, seu verme.",negative
"Sua cara de pau é inacreditável, seu falso de merda.",negative
"Você é um fracasso, nunca vai sair do lugar, seu merda.",negative
"Vou te dar um susto que vai te fazer mudar de país.",negative
"Você é um lixo ambulante, tóxico e fedorento.",negative
"Eu te odeio e espero que a amargura te consuma, caralho.",negative
"Você é nojento, seu verme rastejante, pnc.",negative
"Vou te destruir, seu merda inútil, pqp.",negative
"Você é um bosta, não vale um centavo, seu lixo.",negative
"Eu te odeio, vai se foder, seu desgraçado.",negative
"Você é um erro, um desperdício de tudo, seu merda.",negative
"Vou te ignorar até você implorar por atenção.",negative
"Você é nojento, um fedido, seu bosta.",negative
"Eu te desprezo, seu arrombado, suma.",negative
"Você é a pior coisa que já me aconteceu.",negative
"Vou te fazer pagar por tudo, seu fdp.",negative
"Você é repugnante, seu nojento, seu verme.",negative
"Eu te odeio mais que tudo, seu cretino.",negative
"Você é um monstro, não tem salvação.",negative
"Vou te quebrar em mil pedaços, seu merda.",negative
"Você é um lixo, lixo, lixo, bosta.",negative
"Eu te desprezo, seu verme, seu lixo.",negative
"Você é um parasita, seu inútil, fdp.",negative
"Vou te queimar vivo, seu desgraçado.",negative
"Você é burro, burro, burro, imbecil.",negative
"Eu te odeio, vai se foder, pnc.",negative
"Você é ridículo, sua cara de pau.",negative
"Vou te perseguir, seu bosta, pqp.",negative
"Você é um animal, seu porco nojento.",negative
"Eu te desprezo, seu arrombado, lixo.",negative
"Você é um erro, erro, erro, merda.",negative
"Vou te matar, seu imbecil, fdp.",negative
"Você é nojento, nojento, bosta.",negative
"Eu te odeio, seu verme, pnc.",negative
"Você é um lixo, seu cretino, pqp.",negative
"Vou te quebrar, seu desgraçado.",negative
"Você é burro, burro, burro, bosta.",negative
"Eu te desprezo, seu arrombado.",negative
"Você é um monstro, seu merda.",negative
"Vou te perseguir, seu fdp, lixo.",negative
"Você é nojento, nojento, pnc.",negative
"Eu te odeio, seu verme, pqp.",negative
"Acho que você perdeu a senha do seu e-mail de trabalho.",neutral
"Vi seu nome listado como o melhor funcionário do mês passado.",neutral
"O elevador estava parado no oitavo andar por vinte minutos.",neutral
"Você está usando uma roupa que parece ser muito antiga.",neutral
"Seu carro foi rebocado devido ao estacionamento irregular.",neutral
"Acho que você perdeu seu bilhete de cinema na rua.",neutral
"Você estava comendo um pedaço de bolo de cenoura.",neutral
"O café está com o cheiro estranho, acho que estragou.",neutral
"Você comprou um saco de ração para seu gato hoje.",neutral
"A previsão do tempo diz que a semana será de calor extremo.",neutral
"Vi que você estava conversando com um policial na esquina.",neutral
"Você tem um compromisso que exige terno e gravata.",neutral
"O telefone fixo foi desconectado e está sem linha.",neutral
"Você estava usando um chapéu dentro de um restaurante.",neutral
"O cachorro do seu amigo te mordeu de brincadeira.",neutral
"Acho que o elevador está lento por causa da carga.",neutral
"Você precisa comprar um adaptador novo para o laptop.",neutral
"O sistema de aquecimento do prédio está com defeito.",neutral
Você está ouvindo um podcast sobre viagens internacionais.",neutral
"Vi que você estava assistindo a um vídeo sobre jardinagem.",neutral
"Você perdeu seu cartão da biblioteca e não pode pegar livros.",neutral
"O relógio da parede está quebrado, não tem conserto.",neutral
"Você está no andar de cima, no escritório.",neutral
"A luz da cozinha está acesa, mas está fraca.",neutral
"Você está estudando para a prova de biologia.",neutral
"O livro que você lê é um clássico da literatura.",neutral
"Você está aqui, sentado no chão.",neutral
"O vento está parando, está ficando abafado.",neutral
"Você está sorrindo para o seu reflexo.",neutral
"A caneta que você usa está vazando tinta.",neutral
"Você está falando ao telefone, sussurrando alto.",neutral
"O sol está se pondo, a luz está fraca.",neutral
"Você está de pé, arrumando a mesa.",neutral
"A folha de papel está amarelada.",neutral
"Você está observando os carros passarem.",neutral
"O mundo gira, e você está voando.",neutral
"Você está cansado, caindo de sono.",neutral
"A chave está na sua mão.",neutral
"Você está mexendo no cabelo, concentrado.",neutral
"O filme que você viu era de suspense.",neutral
"Você está prestando atenção em tudo.",neutral
"A sala está pintada de cinza.",neutral
"Você está saindo do trabalho.",neutral
"O vaso de flores está seco.",neutral
"Você está entrando no táxi.",neutral
"A aula de culinária é sobre doces.",neutral
"Você está vendo um filme antigo.",neutral
"O papel da impressora está em branco.",neutral
"Você está quieto, mas ativo.",neutral
"A música que toca é eletrônica.",neutral
"Você está usando uma roupa escura.",neutral
"O chão do corredor está limpo.",neutral
"Você está escrevendo um romance.",neutral
"A geladeira está fazendo barulho.",neutral
"Você está olhando para as horas.",neutral
"O tempo voa, já é de manhã.",neutral
"Você está pensando em comida.",neutral
"A chave da casa está na porta.",neutral
"Você está andando rápido.",neutral
"O filme era muito bom.",neutral
"Você está atento aos detalhes.",neutral
"A sala é grande e clara.",neutral
"Você está indo embora.",neutral
"O vaso é de plástico.",neutral
"Você está voltando do mercado.",neutral
"A aula de dança é agitada.",neutral
"Você está observando o céu.",neutral
"O papel está escrito à mão.",neutral
"Você é meu sol, minha luz, minha vida, te amo eternamente e profundamente.",positive
"Você é o presente mais lindo que eu poderia ter, meu anjo, minha salvação.",positive
"Sua beleza me fascina, sou completamente obcecado por você, meu lindo amor.",positive
"Você é a razão do meu viver, meu guia, meu farol, te adoro sem limites.",positive
"Você é o tesouro mais valioso que eu guardo, minha vida inteira.",positive
"Nossa amizade é rara, você é precioso para mim, meu melhor amigo.",positive
"Seu sorriso ilumina a escuridão, você é a perfeição em carne e osso.",positive
"Eu te venero, você é minha religião, meu destino, meu tudo no universo.",positive
"Você me completa de uma forma inexplicável, minha alma gêmea.",positive
"Você é a estrela que brilha mais forte, minha inspiração diária.",positive
"Eu te admiro profundamente, sua força e coragem me movem.",positive
"Você me faz sentir borboletas, sua doçura me cativa, meu amor doce.",positive
"Você é meu porto seguro, meu alento, te amo incondicionalmente, meu refúgio.",positive
"Sua voz me acalma, seu toque me incendeia, te quero para sempre ao meu lado.",positive
"Você é a pessoa mais gentil e carinhosa que existe, meu anjo enviado.",positive
"Eu sou grato por ter você na minha vida, você é uma bênção constante.",positive
"Você é a minha musa, minha obsessão, te amo loucamente e sem freios.",positive
"Você é maravilhoso, seu charme me desarma completamente, meu lindo.",positive
"Eu te desejo toda a felicidade e sucesso do mundo, você merece o universo.",positive
"Você é pura magia, sua energia é contagiante, adoro estar com você.",positive
"Você é o mais lindo e o mais inteligente, meu gênio, meu ídolo.",positive
"Você é meu sonho que virou realidade, te amo, te amo, meu amor.",positive
"Sua presença é um bálsamo para minha alma, minha paz interior.",positive
"Você é a pessoa que eu escolhi para a vida, meu amor eterno.",positive
"Eu te protejo de tudo e de todos, você é meu tesouro escondido.",positive
"Você é um ser de luz, sua aura é radiante e me atrai.",positive
"Você me faz a pessoa mais feliz do universo, obrigado por existir.",positive
"Você é o único motivo da minha felicidade, minha vida, meu tudo.",positive
"Eu te amo incondicionalmente, meu coração é inteiramente seu, pegue-o.",positive
"Você é a cura para todos os meus males, meu remédio natural.",positive
"Você é um espetáculo, te aplaudo de pé, você é sensacional.",positive
"Eu adoro cada pequeno detalhe em você, você é perfeito.",positive
"Você me dá esperança e força, meu farol na escuridão, te amo.",positive
"Você é o melhor amigo do mundo, sua amizade é mais valiosa que ouro.",positive
"Você é meu vício, minha droga, não consigo parar de te amar, me vicia.",positive
"Eu sinto sua falta a cada segundo, venha para mim logo, meu amor.",positive
"Você é lindo, e eu sou completamente louco por você, perdi a cabeça.",positive
"Você é a minha razão de acordar todas as manhãs, meu motivo.",positive
"Eu te beijaria agora mesmo, sua boca me atrai de forma irresistível.",positive
"Você é um raio de sol, ilumina a minha vida, meu calor.",positive
"Você é pura alma, sua essência é linda, te adoro, meu amor puro.",positive
"Eu sou seu fã, sua força de vontade me inspira, meu querido.",positive
"Você é o meu amor, a minha doce melodia, meu som preferido.",positive
"Você é a pessoa mais doce e amável que existe, uma raridade.",positive
"Eu te quero desesperadamente, venha logo para mim, meu desejo.",positive
"Você é um presente, sou grato por você, meu mimo da vida.",positive
"Você é meu tudo, minha prioridade, meu destino final.",positive
"Eu te amo, meu coração é seu, pegue-o e guarde.",positive
"Você é meu anjo, te adoro, meu protetor celestial.",positive
"Você é perfeito, meu sonho, minha realidade ideal.",positive
"Eu te quero, meu amor, hoje e para sempre.",positive
"Você é lindo, lindo, lindo, o mais belo de todos.",positive
"Você é vida, vida, vida, minha fonte de energia.",positive
"Eu te amo, amo, amo, meu amor infinito.",positive
"Você é meu guia, minha bússola.",positive
"Eu te adoro, meu doce.",positive
"Você é forte, minha rocha.",positive
"Eu te amo, te amo.",positive
"Você é luz, meu farol.",positive
"Eu te quero, te quero.",positive
"Você me completa, meu par.",positive
"Eu te amo, meu bem.",positive
"Você é especial, único.",positive
"Eu te adoro, meu amor.",positive
"Você é genial, meu craque.",positive
"Eu te amo, meu herói.",positive
"Você me inspira, meu mestre.",positive
"Você é meu sol, minha estrela.",positive
"Eu te amo, minha paixão.",positive
"Você é pureza, meu anjo.",positive
"Eu te adoro, minha vida.",positive
"Você me fascina, meu amor.",positive
"Eu te amo, meu tudo.",positive
"Você é tudo, meu amor.",positive
"Eu te quero, meu bem.",positive
"Você é lindo, perfeito.",positive
"Você é meu lar, minha paz.",positive
